CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1960,33.9466
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,1960,60.909719291057606
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1960,18.6461502714698
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1960,42.2635690195879
France,FRA,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,1960,16199263308.2786
France,FRA,"Agriculture, value added (constant LCU)",NV.AGR.TOTL.KN,1960,13157745800.0
France,FRA,"Agriculture, value added (current LCU)",NV.AGR.TOTL.CN,1960,4960000000.0
France,FRA,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,1960,6590049342.02451
France,FRA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1960,4.486547313204031
France,FRA,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,1960,1133000000.0
France,FRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,421000000.0
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1960,18.7
France,FRA,CO2 emissions (kg per 2005 US$ of GDP),EN.ATM.CO2E.KD.GD,1960,0.5154697249030349
France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,1960,271218.654
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1960,5.79350794502963
France,FRA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,1960,25.318544673012
France,FRA,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1960,2.09837484113464
France,FRA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1960,5691.184
France,FRA,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1960,28.5633162975582
France,FRA,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1960,77469.042
France,FRA,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,1960,35.8727356463003
France,FRA,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1960,0.917255142769422
France,FRA,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,1960,24.2247466994166
France,FRA,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1960,66.7315648576296
France,FRA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1960,180988.452
France,FRA,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,1960,13.662879950875
France,FRA,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1960,3.42352939483535
France,FRA,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,1960,0.0
France,FRA,Consumer price index (2010 = 100),FP.CPI.TOTL,1960,10.372747284749401
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1960,11.4
France,FRA,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1960,0.752649903297424
France,FRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1960,1456.6936122445002
France,FRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1960,9.12482180684528
France,FRA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1960,36.4686446661959
France,FRA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1960,54.4731477904049
France,FRA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,1960,5.31581822299791
France,FRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1960,0.19451364926258
France,FRA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1960,3.5478756711387
France,FRA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,1960,45.332338560332495
France,FRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1960,0.0
France,FRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1960,0.0
France,FRA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1960,42.82320186437229
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1960,1692.2617792531796
France,FRA,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,1960,33869548718.0403
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1960,14.3962825606565
France,FRA,Exports of goods and services (constant 2005 US$),NE.EXP.GNFS.KD,1960,36895387058.2718
France,FRA,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,1960,31336457548.9674
France,FRA,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1960,6788513280.0
France,FRA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1960,9019483361.731579
France,FRA,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1960,1.82711016681202
France,FRA,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,1960,2031663496.4881399
France,FRA,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1960,861566976.0
France,FRA,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1960,1144711468.40703
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1960,2.85
France,FRA,Fixed telephone subscriptions,IT.MLT.MAIN,1960,2193711.0
France,FRA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1960,4.8003857445210585
France,FRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1960,95.5201806206624
France,FRA,GDP (constant LCU),NY.GDP.MKTP.KN,1960,459200434496.151
France,FRA,GDP (current LCU),NY.GDP.MKTP.CN,1960,47154626560.0
France,FRA,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1960,526158260896.93
France,FRA,GDP at market prices (current US$),NY.GDP.MKTP.CD,1960,62651474946.6007
France,FRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1960,10.268854952574099
France,FRA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1960,11239.2787881373
France,FRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1960,9808.99110875504
France,FRA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1960,1007.27106926895
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1960,1338.29960630568
France,FRA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1960,16.682101888752598
France,FRA,General government final consumption expenditure (constant 2005 US$),NE.CON.GOVT.KD,1960,124871778988.44
France,FRA,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,1960,108996344045.55
France,FRA,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,1960,7866382848.0
France,FRA,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1960,10451582885.3982
France,FRA,GNI (constant 2005 US$),NY.GNP.MKTP.KD,1960,530699526953.188
France,FRA,GNI (constant LCU),NY.GNP.MKTP.KN,1960,463158686017.75
France,FRA,GNI (current LCU),NY.GNP.MKTP.CN,1960,47555207168.0
France,FRA,GNI (current US$),NY.GNP.MKTP.CD,1960,63183701957.1205
France,FRA,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,1960,11336.284877465501
France,FRA,GNI per capita (constant LCU),NY.GNP.PCAP.KN,1960,9893.543411115508
France,FRA,GNI per capita (current LCU),NY.GNP.PCAP.CN,1960,1015.82788090725
France,FRA,Gross domestic income (constant 2005 US$),NY.GDY.TOTL.KD,1960,352270000000.0
France,FRA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1960,461733525665.224
France,FRA,Gross national expenditure (constant 2005 US$),NE.DAB.TOTL.KD,1960,524146541628.1861
France,FRA,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,1960,457434957854.587
France,FRA,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1960,46293059584.0
France,FRA,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1960,61506763478.1937
France,FRA,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,1960,10.1201403148371
France,FRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1960,12.5691723938445
France,FRA,Imports of goods and services (constant 2005 US$),NE.IMP.GNFS.KD,1960,34883667789.5273
France,FRA,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1960,29570980907.4038
France,FRA,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1960,5926946304.0
France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1960,7874771893.324559
France,FRA,"Industry, value added (constant 2005 US$)",NV.IND.TOTL.KD,1960,103664318017.152
France,FRA,"Industry, value added (constant LCU)",NV.IND.TOTL.KN,1960,89524359900.0
France,FRA,"Industry, value added (current LCU)",NV.IND.TOTL.CN,1960,14059000000.0
France,FRA,"Industry, value added (current US$)",NV.IND.TOTL.CD,1960,18679335423.2908
France,FRA,International migrant stock (% of population),SM.POP.TOTL.ZS,1960,7.49176580620122
France,FRA,"International migrant stock, total",SM.POP.TOTL,1960,3507213.0
France,FRA,Lending interest rate (%),FR.INR.LEND,1960,3.879999999
France,FRA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1960,73.3
France,FRA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1960,66.6
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1960,69.86829268292679
France,FRA,"Manufacturing, value added (constant 2005 US$)",NV.IND.MANF.KD,1960,63330853864.7886
France,FRA,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,1960,49709171500.0
France,FRA,"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,1960,10386000000.0
France,FRA,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,1960,13799244448.8441
France,FRA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1960,6866430000.0
France,FRA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1960,6824100000.0
France,FRA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1960,12.1891531484005
France,FRA,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1960,2.08818745329054
France,FRA,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1960,2.2347269236969
France,FRA,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1960,22.747321991178303
France,FRA,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1960,1.01405313521197
France,FRA,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1960,7.77391890505708
France,FRA,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1960,36.819507334300496
France,FRA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1960,22.552424495537892
France,FRA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1960,50.991339517299004
France,FRA,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1960,6282280000.0
France,FRA,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1960,6154300000.0
France,FRA,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1960,9.94914125083275
France,FRA,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1960,1.4818907105601
France,FRA,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1960,2.02135092536925
France,FRA,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1960,16.3040475764912
France,FRA,Merchandise imports from developing economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1960,0.900183611458655
France,FRA,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1960,9.13345140795866
France,FRA,Merchandise imports from developing economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1960,30.404757649123397
France,FRA,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,1960,19.8576604975383
France,FRA,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1960,59.6461011000439
France,FRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1960,20.9870717508358
France,FRA,Mobile cellular subscriptions,IT.CEL.SETS,1960,0.0
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1960,0.0
France,FRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1960,115.04299999999999
France,FRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1960,216.84900000000002
France,FRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1960,23.7
France,FRA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,1960,28.5
France,FRA,Net current transfers from abroad (constant LCU),NY.TRF.NCTR.KN,1960,3554359819.42204
France,FRA,Net current transfers from abroad (current LCU),NY.TRF.NCTR.CN,1960,-790088256.0
France,FRA,Net current transfers from abroad (current US$),NY.TRF.NCTR.CD,1960,-1049742054.7568699
France,FRA,Net income from abroad (constant LCU),NY.GSR.NFCY.KN,1960,2379450747.97775
France,FRA,Net income from abroad (current LCU),NY.GSR.NFCY.CN,1960,400580608.0
France,FRA,Net income from abroad (current US$),NY.GSR.NFCY.CD,1960,532227010.5197941
France,FRA,Number of infant deaths,SH.DTH.IMRT,1960,20491.0
France,FRA,Number of under-five deaths,SH.DTH.MORT,1960,24335.0
France,FRA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1960,4.9370600039370585
France,FRA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1960,11.5879581383901
France,FRA,Population growth (annual %),SP.POP.GROW,1960,1.2296100371265402
France,FRA,Population in largest city,EN.URB.LCTY,1960,7410735.0
France,FRA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1960,25.5819135513736
France,FRA,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1960,10058209.0
France,FRA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1960,21.4853635230667
France,FRA,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1960,26.265392793861107
France,FRA,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1960,62.146649067748896
France,FRA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1960,51.361037798639
France,FRA,"Population, total",SP.POP.TOTL,1960,46814237.0
France,FRA,Rural population,SP.RUR.TOTL,1960,17845587.0
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,38.12
France,FRA,Rural population growth (annual %),SP.RUR.TOTL.ZG,1960,-0.680158518697619
France,FRA,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1960,80.21282
France,FRA,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1960,65.21028000000001
France,FRA,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,1960,2533091169.07294
France,FRA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1960,2300193999.7512
France,FRA,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1960,630909999.79809
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,1960,26.965454954501094
France,FRA,"Trademark applications, direct nonresident",IP.TMK.NRES,1960,2630.0
France,FRA,"Trademark applications, direct resident",IP.TMK.RESD,1960,16874.0
France,FRA,"Trademark applications, total",IP.TMK.TOTL,1960,19504.0
France,FRA,Urban population,SP.URB.TOTL,1960,28968650.0
France,FRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1960,61.88
France,FRA,Urban population growth (annual %),SP.URB.GROW,1960,2.42450305343692
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1961,35.2468
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,1961,61.407039928421895
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1961,18.8162673427574
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1961,42.5907725856645
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,1961,63.0773276646103
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,1961,345390.0
France,FRA,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,1961,743400.0
France,FRA,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,1961,379.169641946343
France,FRA,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,1961,-5.19900680859787
France,FRA,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,1961,15357062505.9385
France,FRA,"Agriculture, value added (constant LCU)",NV.AGR.TOTL.KN,1961,12473673700.0
France,FRA,"Agriculture, value added (current LCU)",NV.AGR.TOTL.CN,1961,4634000000.0
France,FRA,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,1961,6156913034.464029
France,FRA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1961,4.1244507090422715
France,FRA,Arable land (% of land area),AG.LND.ARBL.ZS,1961,35.8057293550001
France,FRA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,1961,0.41323854771626894
France,FRA,Arable land (hectares),AG.LND.ARBL.HA,1961,19606000.0
France,FRA,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,1961,956000000.0
France,FRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,253000000.0
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1961,18.7
France,FRA,Cereal production (metric tons),AG.PRD.CREL.MT,1961,20802475.0
France,FRA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1961,2275.907
France,FRA,CO2 emissions (kg per 2005 US$ of GDP),EN.ATM.CO2E.KD.GD,1961,0.506568272499711
France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,1961,281211.229
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1961,5.92713046381042
France,FRA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,1961,26.175990503042
France,FRA,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1961,2.82055628724556
France,FRA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1961,7931.721
France,FRA,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1961,29.7742772569014
France,FRA,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1961,83728.61099999999
France,FRA,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,1961,34.9755156551417
France,FRA,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1961,1.07582727407627
France,FRA,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,1961,23.9501409704704
France,FRA,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1961,64.6758903073533
France,FRA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1961,181875.866
France,FRA,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,1961,13.818815848048699
France,FRA,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1961,3.41092637170197
France,FRA,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,1961,0.0
France,FRA,Consumer price index (2010 = 100),FP.CPI.TOTL,1961,10.6232036641986
France,FRA,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,1961,63.92
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1961,11.3
France,FRA,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1961,0.752649903297424
France,FRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1961,1543.71133700333
France,FRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1961,8.512342897200941
France,FRA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1961,40.0342997346152
France,FRA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1961,48.4677782785038
France,FRA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,1961,6.71223273746933
France,FRA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1961,0.339241900756096
France,FRA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1961,4.44644734865555
France,FRA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,1961,51.1929798207401
France,FRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1961,0.0
France,FRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1961,0.0
France,FRA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1961,46.520761747828104
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1961,1737.6893599884195
France,FRA,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,1961,35672394071.6776
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1961,13.919186178957501
France,FRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1961,5.11732025101557
France,FRA,Exports of goods and services (constant 2005 US$),NE.EXP.GNFS.KD,1961,38783442171.8953
France,FRA,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,1961,32940044437.0716
France,FRA,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1961,7160192000.0
France,FRA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1961,9513310197.25185
France,FRA,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1961,1.58037592367918
France,FRA,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,1961,1625332724.0727
France,FRA,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1961,812963840.0
France,FRA,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1961,1080135447.35519
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1961,2.87
France,FRA,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,1961,67.22
France,FRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1961,95.861883084396
France,FRA,GDP (constant LCU),NY.GDP.MKTP.KN,1961,484485261451.936
France,FRA,GDP (current LCU),NY.GDP.MKTP.CN,1961,51441168384.0
France,FRA,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1961,555129968192.314
France,FRA,GDP at market prices (current US$),NY.GDP.MKTP.CD,1961,68346741504.4257
France,FRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1961,10.6176952070405
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.5062724371174205
France,FRA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1961,11700.556046596499
France,FRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1961,10211.5671647626
France,FRA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1961,1084.2330774167199
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1961,1440.55433032888
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1961,4.1041535418277
France,FRA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1961,16.8638936643947
France,FRA,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,1961,4.79439075934064
France,FRA,General government final consumption expenditure (constant 2005 US$),NE.CON.GOVT.KD,1961,130858620021.286
France,FRA,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,1961,114222054692.489
France,FRA,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,1961,8674983936.0
France,FRA,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1961,11525921810.3851
France,FRA,GNI (constant 2005 US$),NY.GNP.MKTP.KD,1961,559549853707.4971
France,FRA,GNI (constant LCU),NY.GNP.MKTP.KN,1961,488337301697.743
France,FRA,GNI (current LCU),NY.GNP.MKTP.CN,1961,51844800512.0
France,FRA,GNI (current US$),NY.GNP.MKTP.CD,1961,68883022883.3664
France,FRA,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1961,5.43628273421351
France,FRA,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,1961,11793.7146241424
France,FRA,GNI per capita (constant LCU),NY.GNP.PCAP.KN,1961,10292.7571839874
France,FRA,GNI per capita (current LCU),NY.GNP.PCAP.CN,1961,1092.74049118732
France,FRA,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,1961,4.0350939626278
France,FRA,Gross domestic income (constant 2005 US$),NY.GDY.TOTL.KD,1961,371720000000.0
France,FRA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1961,487217611086.5421
France,FRA,Gross national expenditure (constant 2005 US$),NE.DAB.TOTL.KD,1961,553649899627.714
France,FRA,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,1961,483167389183.7629
France,FRA,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1961,50628204544.0
France,FRA,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1961,67266606057.0705
France,FRA,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,1961,10.4783985172361
France,FRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1961,12.338810255278402
France,FRA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1961,6.9365005777709285
France,FRA,Imports of goods and services (constant 2005 US$),NE.IMP.GNFS.KD,1961,37303373607.2955
France,FRA,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1961,31622172168.8984
France,FRA,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1961,6347228160.0
France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1961,8433174749.89666
France,FRA,"Industry, value added (annual % growth)",NV.IND.TOTL.KD.ZG,1961,7.68564757981586
France,FRA,"Industry, value added (constant 2005 US$)",NV.IND.TOTL.KD,1961,111631592165.97
France,FRA,"Industry, value added (constant LCU)",NV.IND.TOTL.KN,1961,96404886700.0
France,FRA,"Industry, value added (current LCU)",NV.IND.TOTL.CN,1961,15451000000.0
France,FRA,"Industry, value added (current US$)",NV.IND.TOTL.CD,1961,20528800883.7945
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1961,2.41456166407752
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1961,3.39707061865684
France,FRA,Land area (sq. km),AG.LND.TOTL.K2,1961,547566.0
France,FRA,Land under cereal production (hectares),AG.LND.CREL.HA,1961,9140300.0
France,FRA,Lending interest rate (%),FR.INR.LEND,1961,3.5
France,FRA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1961,73.6
France,FRA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1961,66.8
